Urls,counts
http://ysterografa.gr/%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82-%CE%B1%CE%BD-%CF%84%CE%BF-%CF%83%CF%87%CE%AD%CE%B4%CE%B9%CE%BF-%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7-%CE%B5%CE%AF%CF%87%CE%B5-%CF%84%CE%AF/,2
https://twitter.com/MariaSpyraki/status/1132966171010052096,2
http://ysterografa.gr/%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82-%CE%BF-%CE%BB%CE%B1%CF%8C%CF%82-%CE%B5%CE%AF%CE%BD%CE%B1%CE%B9-%CE%B7-%CE%BC%CF%8C%CE%BD%CE%B7-%CE%B4%CF%8D%CE%BD%CE%B1%CE%BC%CE%AE-%CE%BC%CE%B1%CF%82/,2
http://ysterografa.gr/%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82-%CF%86%CE%BF%CE%B2%CE%BF%CF%8D%CE%BD%CF%84%CE%B1%CE%B9-%CF%84%CE%BF%CF%85%CF%82-%CE%BD%CE%AD%CE%BF%CF%85%CF%82-%CF%80%CE%BF%CF%85-%CE%B8%CE%B1-%CF%80%CE%AC/,2
http://dlvr.it/R5PLjx,2
https://www.protothema.gr/politics/article/894139/panigurizei-o-velopoulos-mas-koroideuan-mas-fimonan-alla-i-apadisi-irthe-apo-tous-ellines/#.XOsKxQNTy4s.twitter,2
http://ysterografa.gr/%CF%86%CE%B1%CE%AE%CE%BB%CE%BF%CF%82-%CE%BA%CF%81%CE%B1%CE%BD%CE%B9%CE%B4%CE%B9%CF%8E%CF%84%CE%B7%CF%82-%CE%B5%CF%80%CE%B9%CE%BB%CE%AD%CE%BE%CF%84%CE%B5-%CE%BC%CE%B1%CF%87%CE%B7%CF%84%CE%AD%CF%82/,2
https://myridakis.wordpress.com/2019/05/24/%ce%b5%cf%85%cf%87%ce%b1%cf%81%ce%b9%cf%83%cf%84%cf%8e-%cf%80%ce%bf%ce%bb%cf%8d-%cf%84%ce%bf%ce%bd-%ce%bb%ce%b1%ce%bc%ce%af%ce%b1-fm1-%ce%b3%ce%b9%ce%b1-%cf%84%ce%b7%ce%bd-%ce%b8%ce%b5%cf%81%ce%bc/,2
https://twitter.com/theFAQgr/status/1132347889827622912,2
http://huffp.st/8MA1pGw,2
https://www.protothema.gr/politics/article/894231/euroekloges-2019-deite-pos-allaxe-o-hartis-se-shesi-me-to-2014/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1558947852,2
http://ysterografa.gr/%CF%86%CF%8E%CF%86%CE%B7-%CE%B3%CE%B5%CE%BD%CE%BD%CE%B7%CE%BC%CE%B1%CF%84%CE%AC-%CF%84%CE%BF-%CE%BA%CE%AF%CE%BD%CE%B7%CE%BC%CE%B1-%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE%CF%82-%CE%B5%CE%AF%CE%BD%CE%B1-3/,2
https://metopotouoxi.blogspot.com/2019/05/blog-post_904.html?spref=tw,2
https://twitter.com/thanosrd250/status/1132560393543540736?s=19,2
http://ysterografa.gr/%CF%87%CE%B1%CF%84%CE%B6%CE%B7%CE%B4%CE%AC%CE%BA%CE%B7%CF%82-%CE%BF%CE%B9-%CF%80%CE%BF%CE%BB%CE%AF%CF%84%CE%B5%CF%82-%CE%B4%CE%B5%CE%BD-%CE%B8%CE%B1-%CE%BE%CE%B5%CE%B3%CE%B5%CE%BB%CE%B1%CF%83%CF%84/,2
http://ysterografa.gr/%CF%8C%CF%87%CE%B9-%CF%83%CF%84%CF%81%CE%B1%CF%84%CE%B7%CE%B3%CE%B9%CE%BA%CE%AE-%CE%AE%CF%84%CF%84%CE%B1-%CF%83%CF%85%CE%BD%CF%84%CE%B5%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-%CF%80%CE%BF%CE%BB/,2
https://twitter.com/th_vergos/status/1133349573538267136?s=19,2
https://www.protothema.gr/politics/article/894467/dimos-thessalonikis-sunehizetai-to-thriler-me-zerva-kai-orfano-psifo-psifo-i-mahi/#.XOw471452zM.twitter,2
http://ysterografa.gr/exit-poll-%CF%83%CF%84%CE%BF-7-%CE%B7-%CE%BC%CE%AD%CF%83%CE%B7-%CE%B4%CE%B9%CE%B1%CF%86%CE%BF%CF%81%CE%AC-%CF%85%CF%80%CE%AD%CF%81-%CF%84%CE%B7%CF%82-%CE%BD%CE%B4/,2
http://greeknewsondemand.com/2019/05/29/%cf%84%ce%bf-%ce%b4%cf%81%ce%ac%ce%bc%ce%b1-%cf%84%ce%bf%cf%85-%cf%84%cf%83%ce%af%cf%80%cf%81%ce%b1-%ce%b5%ce%ba%ce%bb%ce%bf%ce%b3%ce%ad%cf%82-%ce%bc%ce%b5-%cf%80%ce%ad%ce%bd%cf%84%ce%b5-%cf%80/,2
https://nd.gr/hairetismos-toy-proedroy-tis-nd-k-k-mitsotaki-stin-kentriki-proeklogiki-ekdilosi-toy-ypopsifioy,2
https://www.protothema.gr/politics/article/894498/grinies-ston-suriza-gia-tin-itta-stis-euroekloges-horis-afigima-prospathei-anasugrotisi-o-tsipras/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1559014172,2
http://dlvr.it/R5PvVC,2
https://www.protothema.gr/politics/article/894510/suriza-poious-vazoun-sto-stohastro-gia-ti-megali-itta-stis-euroekloges/#.XO6E5dfxIs8.twitter,2
https://bit.ly/2QCzSLL,2
http://greeknewsondemand.com/2019/05/28/%cf%83%ce%bf%ce%ba-%ce%b1%cf%80%cf%8c-%ce%b2%ce%b1%ce%b3%ce%b3%ce%ad%ce%bb%ce%b7-%cf%80%ce%b5%cf%81%cf%81%ce%ae-%ce%b3%ce%b9%ce%b1-%ce%bc%cf%80%ce%b1%ce%b3%ce%ba%cf%82-%ce%bc%cf%80%ce%ac%ce%bd%ce%b9/,2
https://twitter.com/Kitsa_is_back/status/1132947060427243520,2
http://ysterografa.gr/%CF%84%CE%B6%CE%B1%CE%BD%CE%B1%CE%BA%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82-%CE%BF-%CE%BA-%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7%CF%82-%CE%B8%CE%AD%CE%BB%CE%B5%CE%B9-%CE%BD%CE%B1-3/,2
http://ysterografa.gr/%CF%84%CE%B6%CE%B1%CE%BD%CE%B1%CE%BA%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82-%CE%BF-%CE%BA-%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7%CF%82-%CE%B1%CF%80%CE%BF%CE%BA%CE%AC%CE%BB%CF%85/,2
http://ysterografa.gr/%CF%84%CE%B6%CE%B1%CE%BD%CE%B1%CE%BA%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82-%CE%B7-%CE%BD%CE%B4-%CE%B1%CF%85%CF%84%CE%BF%CF%80%CE%B1%CE%B3%CE%B9%CE%B4%CE%B5%CF%8D%CF%84%CE%B7%CE%BA%CE%B5/,2
https://twitter.com/kanaliotis/status/1133458400971563008,2
"http://iefimerida.gr,https://www.iefimerida.gr/ekloges/antio-k-tsipra",2
http://ysterografa.gr/%CF%80%CF%81%CE%BF%CE%AF%CE%BA%CE%B1-%CE%B5%CE%BC%CF%80%CE%B9%CF%83%CF%84%CE%BF%CF%83%CF%8D%CE%BD%CE%B7%CF%82-%CE%B3%CE%B9%CE%B1-%CF%84%CE%BF%CE%BD-%CE%B3%CE%B9%CF%8E%CF%81%CE%B3%CE%BF-%CE%B4/,2
"http://iberia.com,http://www.ib.er/ia.nypd",2
http://iFyllada.gr,2
https://www.tovima.gr/2019/05/26/politics/exit-poll-tis-ert-apo-305-335-i-nd-metaksy-255-285-o-syriza/,2
https://www.tovima.gr/2019/05/26/politics/exit-poll-nd-32-36-kai-syriza-25-29/,2
http://ysterografa.gr/%CF%80%CF%81%CF%8C%CF%89%CF%81%CE%B5%CF%82-%CE%B5%CE%BA%CE%BB%CE%BF%CE%B3%CE%AD%CF%82-%CE%B1%CE%BD%CE%B1%CE%BA%CE%BF%CE%AF%CE%BD%CF%89%CF%83%CE%B5-%CE%BF-%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82/,2
https://twitter.com/toniapap93/status/1132684210307833857,2
"http://Liberal.gr,https://www.liberal.gr/apopsi/den-paradidoun-kameni-gi-alla-tin-idia-tin-kolasi/253608#.XO6EpjbShsY.twitter",2
http://ysterografa.gr/%CF%81%CE%AD%CE%BD%CE%B1-%CE%B4%CE%BF%CF%8D%CF%81%CE%BF%CF%85-%CE%B4%CE%B5%CE%BD-%CE%AD%CE%B3%CE%B9%CE%BD%CE%B5-%CE%BF%CF%85%CF%83%CE%B9%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%83%CF%85%CE%B6%CE%AE/,2
http://dlvr.it/R5P8rw,2
http://ysterografa.gr/%CF%81%CE%AD%CE%BD%CE%B1-%CE%B4%CE%BF%CF%8D%CF%81%CE%BF%CF%85-%CE%BD%CE%B1-%CF%80%CE%B1%CF%81%CE%B1%CE%BC%CE%B5%CE%AF%CE%BD%CE%B5%CE%B9-%CE%B7-%CE%BA%CE%BF%CE%B9%CE%BD%CF%89%CE%BD%CE%B9%CE%BA%CE%AE/,2
https://www.protothema.gr/politics/article/894108/dimos-volou-apo-tin-proti-kuriaki-dimarhos-o-beos/#.XOryqqUJ45o.twitter,2
https://www.protothema.gr/politics/article/894109/tzitzikostas-tha-eimai-perifereiarhis-olon-ton-makedonon/#.XOrywHLI7AE.twitter,2
https://www.protothema.gr/politics/article/894110/iliopoulos-eimaste-haroumenoi-giati-boroume-na-kanoume-tin-anatropi/#.XOr5Un3UmDM.twitter,2
https://www.protothema.gr/politics/article/894116/euroekloges-2019-istoriko-provadisma-gia-ti-nd/,2
http://ysterografa.gr/%CF%83%CF%84%CE%AD%CE%BB%CE%B9%CE%BF%CF%82-%CF%80%CE%AD%CF%84%CF%83%CE%B1%CF%82-%CE%BF%CE%B9-%CE%AD%CE%BB%CE%BB%CE%B7%CE%BD%CE%B5%CF%82-%CE%B1%CF%86%CE%AE%CE%BD%CE%BF%CF%85%CE%BD-%CF%80%CE%AF%CF%83/,2
https://twitter.com/toniapap93/status/1132618037646041088,2
https://www.protothema.gr/politics/article/894116/euroekloges-2019-istoriko-provadisma-gia-ti-nd/#.XOtrtX3B_Gw.twitter,2
https://twitter.com/toniapap93/status/1132586639245684736,2
https://twitter.com/kessaris_/status/1132716309169545221,2
https://www.protothema.gr/politics/article/894118/geroulanos-tha-eimai-paron-ston-dimo-kai-tin-epomeni-mera/#.XOr5NfEtKS0.twitter,2
https://twitter.com/Kathimerini_gr/status/1133723696496087041,2
http://ysterografa.gr/%CF%83%CF%84%CE%BF-9-%CE%B7-%CE%B5%CF%80%CE%AF%CF%83%CE%B7%CE%BC%CE%B7-%CE%B5%CE%BA%CF%84%CE%AF%CE%BC%CE%B7%CF%83%CE%B7-%CF%84%CE%B7%CF%82-%CE%B4%CE%B9%CE%B1%CF%86%CE%BF%CF%81%CE%AC%CF%82-%CF%85%CF%80/,2
https://www.tovima.gr/2019/05/26/politics/areios-pagos-paratasi-tis-eklogikis-diadikasias-opou-apaiteitai/,2
https://twitter.com/kgravas/status/1131179037840281600?s=21,2
http://ysterografa.gr/%CE%BF-%CE%BC%CE%B1%CE%BD%CF%8E%CE%BB%CE%B7%CF%82-%CF%80%CE%B1%CF%81%CE%B4%CE%AC%CE%BB%CE%B7%CF%82-%CE%B1%CF%80%CE%BF%CF%84%CE%B9%CE%BC%CE%AC-%CF%84%CE%BF-%CE%B1%CF%80%CE%BF%CF%84%CE%AD%CE%BB%CE%B5/,2
https://www.tovima.gr/2019/05/27/politics/nd-epi-podos-syskepseon-logo-ton-epikeimenon-vouleytikon-eklogon/,2
http://ysterografa.gr/%CE%B7-%CE%B2%CF%8C%CE%B6%CE%B5%CE%BC%CF%80%CE%B5%CF%81%CE%B3%CE%BA-%CF%89%CF%82-%CE%B5%CF%80%CE%B9%CE%BB%CE%BF%CE%B3%CE%AE-%CE%B1%CE%BE%CE%B9%CE%BF%CF%80%CF%81%CE%AD%CF%80%CE%B5%CE%B9%CE%B1%CF%82/,2
https://twitter.com/KIRKH_/status/1132707476556660736,2
https://twitter.com/yywkvb31gfbyh1u/status/1131505308914913280,2
http://ysterografa.gr/%CE%BC%CE%B5-%CF%84%CE%B7%CE%BD-%CF%85%CF%80%CE%BF%CE%B3%CF%81%CE%B1%CF%86%CE%AE-%CF%84%CE%B7%CF%82-%CE%B4%CF%8E%CF%81%CE%B1%CF%82-%CE%B1%CE%BD%CE%B1%CE%B3%CE%BD%CF%89%CF%83%CF%84%CE%BF%CF%80%CE%BF/,2
https://twitter.com/yianderm/status/1133255368048619520,2
https://youtu.be/tjrpvyurlKM,2
http://ysterografa.gr/%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7%CF%82-%CE%B4%CE%B5%CE%BD-%CF%85%CF%80%CE%AC%CF%81%CF%87%CE%B5%CE%B9-%CF%80%CE%B5%CF%81%CE%B9%CE%B8%CF%8E%CF%81%CE%B9%CE%BF-%CE%B3%CE%B9%CE%B1/,2
https://www.protothema.gr/euroekloges-2019/article/894075/euroekloges-2019-ispania-brosta-to-komma-tou-sadseth-stin-eurovouli-to-akrodexio-vox/#.XOraQVBFxYY.twitter,2
https://www.protothema.gr/euroekloges-2019/article/894075/euroekloges-2019-ispania-brosta-to-komma-tou-sadseth-stin-eurovouli-to-akrodexio-vox/#.XOraix8ojs8.twitter,2
"http://mintour.gov.gr,http://www.mn/tour.nypd,http://blocked.me",2
https://www.protothema.gr/euroekloges-2019/article/894191/euroekloges-2019-prasinoi-fileleutheroi-kai-akrodexia-oi-megaloi-nikites-tis-kalpis/#.XOtiMJu3GH0.twitter,2
http://ysterografa.gr/%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7%CF%82-%CE%B8%CE%AD%CE%BB%CE%BF%CF%85%CE%BC%CE%B5-%CE%BD%CE%B1-%CF%80%CE%B5%CE%AF%CF%83%CE%BF%CF%85%CE%BC%CE%B5-%CF%8C%CF%83%CE%BF-%CF%84%CE%BF/,2
http://ysterografa.gr/%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7%CF%82-%CE%BD%CE%B1-%CE%BC%CE%B7%CE%BD-%CF%80%CE%AC%CE%B5%CE%B9-%CE%BA%CE%B1%CE%BC%CE%AF%CE%B1-%CF%88%CE%AE%CF%86%CE%BF%CF%82-%CF%87%CE%B1%CE%BC/,2
http://ysterografa.gr/%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7%CF%82-%CF%84%CE%AF%CF%80%CE%BF%CF%84%CE%B1-%CE%B4%CE%B5%CE%BD-%CE%BC%CE%BF%CE%B9%CE%AC%CE%B6%CE%B5%CE%B9-%CE%B5%CF%8D%CE%BA%CE%BF%CE%BB%CE%BF/,2
http://ysterografa.gr/%CE%BC%CE%B7%CF%84%CF%83%CE%BF%CF%84%CE%AC%CE%BA%CE%B7%CF%82-%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1-%CF%80%CE%B1%CF%81%CE%B1%CE%B9%CF%84%CE%AE%CF%83%CE%BF%CF%85/,2
http://ysterografa.gr/%CE%BF%CE%B4%CE%B7%CE%B3%CE%AF%CE%B5%CF%82-%CF%80%CF%81%CE%BF%CF%82-%CF%88%CE%B7%CF%86%CE%BF%CF%86%CF%8C%CF%81%CE%BF%CF%85%CF%82-%CE%B4%CE%B9%CE%B1-%CF%87%CE%B5%CE%B9%CF%81%CF%8C%CF%82-%CE%B1/,2
https://twitter.com/zoigkatsiou/status/1133070201673658369,2
https://twitter.com/i/status/1132224624442400769,2
https://twitter.com/i/status/1132369935135649793,2
https://youtu.be/uDRcuqAvAGk,2
https://twitter.com/i/status/1132482948643643395,2
https://shar.es/a071rL,2
https://www.protothema.gr/euroekloges-2019/article/895345/euroekloges-2019-proti-kai-stous-ellines-tou-exoterikou-i-nd-molis-1528-o-suriza/,2
http://ysterografa.gr/%CE%BF%CE%B9-%CF%86%CF%89%CF%84%CE%BF%CE%B3%CF%81%CE%B1%CF%86%CE%AF%CE%B5%CF%82-%CE%B1%CF%80%CF%8C-%CF%84%CE%B7-%CF%83%CF%85%CE%BD%CE%AC%CE%BD%CF%84%CE%B7%CF%83%CE%B7-%CF%84%CE%BF%CF%85-%CF%84%CF%83-2/,2
http://ysterografa.gr/%CE%BF-%CE%AC%CF%81%CE%B7%CF%82-%CF%80%CE%BF%CF%81%CF%84%CE%BF%CF%83%CE%AC%CE%BB%CF%84%CE%B5-%CF%80%CF%81%CE%BF%CF%83%CE%B4%CE%B9%CE%BF%CF%81%CE%AF%CE%B6%CE%B5%CE%B9-%CF%84%CE%BF-%CE%B4%CE%AF%CE%BB/,2
http://ysterografa.gr/%CE%BF-%CE%B1%CE%B2%CF%81%CE%B1%CE%BC%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82-%CF%89%CF%82-%CF%86%CF%89%CE%BD%CE%AE-%CE%BC%CE%B5%CF%84%CF%81%CE%B9%CE%BF%CF%80%CE%AC%CE%B8%CE%B5%CE%B9%CE%B1%CF%82/,2
http://ysterografa.gr/%CE%BF-%CE%B1%CE%BB%CE%AD%CE%BE%CE%B7%CF%82-%CF%80%CE%B1%CF%80%CE%B1%CF%87%CE%B5%CE%BB%CE%AC%CF%82-%CE%B1%CF%80%CE%BF%CE%BA%CE%B1%CE%BB%CF%8D%CF%80%CF%84%CE%B5%CE%B9-%CF%8C%CF%84%CE%B9-%CF%84%CE%BF/,2
https://www.protothema.gr/greece/article/892198/o-paiat-sunada-ton-neo-arhiepiskopo-amerikis-elpidoforo/,2
https://www.tribune.gr/world/news/article/581696/vretanos-voyleytis-den-psifise-to-komma-toy-stis-eyroekloges.html?utm_source=dlvr.it&utm_medium=twitter,2
http://ysterografa.gr/%CE%BF-%CE%B1%CE%BD%CF%84%CF%8E%CE%BD%CE%B7%CF%82-%CF%80%CE%B1%CF%80%CE%B1%CE%B3%CE%B9%CE%B1%CE%BD%CE%BD%CE%AF%CE%B4%CE%B7%CF%82-%CE%B5%CF%80%CE%B9%CF%87%CE%B5%CE%B9%CF%81%CE%B5%CE%AF-%CE%BD%CE%B1/,2
http://ysterografa.gr/%CE%BA-%CF%80%CE%B1%CF%80%CE%B1%CE%B4%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF%CF%82-%CF%83%CF%85%CE%BC%CE%BC%CE%B5%CF%84%CE%BF%CF%87%CE%AE-%CE%BA%CE%B1%CE%B9-%CF%8C%CF%87%CE%B9-%CE%B1%CF%80%CE%BF%CF%87/,2
https://twitter.com/zoosos/status/1129810839161192449,2
https://www.protothema.gr/politics/article/893667/euroekloges-2019-provadisma-7-kai-65-monadon-gia-ti-nd-sta-duo-teleutaia-galop-prin-tis-kalpes/#.XOgw5d9Rv8o.twitter,2
http://ysterografa.gr/%CE%B7-%CF%81%CE%AD%CE%BD%CE%B1-%CE%B4%CE%BF%CF%8D%CF%81%CE%BF%CF%85-%CE%BA%CE%AC%CE%BB%CE%B5%CF%83%CE%B5-%CF%84%CE%BF%CF%85%CF%82-%CF%80%CE%BF%CE%BB%CE%AF%CF%84%CE%B5%CF%82-%CE%BD%CE%B1-%CE%BC%CE%B7/,2
http://ysterografa.gr/%CE%B7-%CE%B4%CF%8D%CF%83%CE%BA%CE%BF%CE%BB%CE%B7-%CF%80%CF%81%CE%BF%CF%83%CF%80%CE%AC%CE%B8%CE%B5%CE%B9%CE%B1-%CF%84%CE%BF%CF%85-%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1-%CE%BD%CE%B1-%CE%B5%CE%BE%CE%B7/,2
https://twitter.com/Jimmy_Korgialas/status/1132692310905507840,2
http://ysterografa.gr/%CE%B7-%CE%B7%CF%81%CF%8E-%CF%81%CE%AC%CE%BD%CF%84%CE%BF%CF%85-%CF%80%CF%81%CF%89%CE%B9%CE%BD%CE%AE-%CE%BA%CE%B1%CE%B9-%CE%BC%CE%AC%CF%87%CE%B9%CE%BC%CE%B7-%CE%B3%CE%B9%CE%B1-%CF%84%CE%BF-open/,2
http://ysterografa.gr/%CE%B7-%CE%B7%CF%81%CF%8E-%CF%81%CE%AC%CE%BD%CF%84%CE%BF%CF%85-%CF%83%CE%B7%CE%BA%CF%8E%CE%BD%CE%B5%CE%B9-%CE%BC%CE%B1%CE%BD%CE%AF%CE%BA%CE%B9%CE%B1-%CE%B3%CE%B9%CE%B1-%CF%84%CE%BF%CE%BD-%CE%B4/,2
http://ysterografa.gr/%CE%B7-%CE%BA%CE%B1%CF%84%CE%B5%CF%81%CE%AF%CE%BD%CE%B1-%CF%80%CE%B1%CE%BD%CE%B1%CE%B3%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%BF%CF%85-%CE%B3%CE%B9%CE%B1-%CF%84%CE%BF%CE%BD-%CF%80%CF%81%CF%89%CF%84%CE%B1/,2
http://ysterografa.gr/%CE%B7-%CE%BC%CE%B1%CF%81%CE%AF%CE%B1-%CE%B1%CE%BD%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%BF%CF%85-%CE%B1%CE%BD%CE%AD%CE%BA%CF%81%CE%B9%CE%BD%CE%B5-%CF%84%CE%BF%CE%BD-%CE%B2/,2
"http://Militaire.gr,http://bit.ly/2MaM9sd",2
http://ysterografa.gr/%CE%B7-%CE%BD%CE%B4-%CE%B1%CF%80%CE%BF%CF%87%CE%B1%CE%B9%CF%81%CE%B5%CF%84%CE%AC-%CF%84%CE%BF%CE%BD-%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1/,2
https://twitter.com/JohnFrapman/status/1132732122744184839,2
https://m.youtube.com/watch?v=69DSQDWYEjc,2
https://m.youtube.com/watch?v=7TsdkmEmcfc,2
http://ysterografa.gr/%CE%B7-%CF%80%CF%81%CE%BF%CF%83%CE%B4%CE%BF%CE%BA%CE%AF%CE%B1-%CF%84%CE%BF%CF%85-%CE%BA%CE%BF%CF%85%CF%84%CF%83%CE%BF%CF%8D%CE%BC%CF%80%CE%B1-%CE%B3%CE%B9%CE%B1-%CF%84%CE%B7%CE%BD-%CE%B5%CF%84%CF%85/,2
https://www.protothema.gr/euroekloges-2019/article/893728/euroekloges-2019-poia-diodia-kai-pote-tha-einai-dorean-gia-tous-psifoforous/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1558785560,2
"http://naftemporiki.gr,https://www.naftemporiki.gr/story/1479620",2
http://ysterografa.gr/%CE%BA%CE%B9%CE%BA%CE%AF%CE%BB%CE%B9%CE%B1%CF%82-%CE%BF-%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82-%CE%BE%CE%B5%CF%80%CE%BF%CF%8D%CE%BB%CE%B7%CF%83%CE%B5-%CF%84%CE%B7-%CE%BC%CE%B1%CE%BA%CE%B5%CE%B4/,2
https://twitter.com/MeaCulpagr/status/1132646912870555649,2
"http://naftemporiki.gr,https://www.naftemporiki.gr/longforms/euroekloges2019/#.XOe88ymxVdE.twitter",2
http://ysterografa.gr/%CE%B7-%CF%86%CF%8E%CF%86%CE%B7-%CE%B3%CE%B5%CE%BD%CE%BD%CE%B7%CE%BC%CE%B1%CF%84%CE%AC-%CF%83%CE%B5-%CE%B4%CE%B9%CE%BC%CE%AD%CF%84%CF%89%CF%80%CE%BF-%CE%B1%CF%80%CE%AD%CE%BD%CE%B1%CE%BD%CF%84%CE%B9/,2
https://twitter.com/JohnPliotas/status/1132747286021324803?s=19,2
https://twitter.com/Josh_ade_gr/status/1133006983282462721,2
http://ysterografa.gr/%CE%BA%CE%B5%CF%81%CE%B1%CF%85%CE%BD%CE%BF%CE%AF-%CE%B2%CE%B5%CE%BD%CE%B9%CE%B6%CE%AD%CE%BB%CE%BF%CF%85-%CE%BA%CE%B1%CF%84%CE%AC-%CF%84%CE%B7%CF%82-%CE%BA%CF%85%CE%B2%CE%AD%CF%81%CE%BD%CE%B7%CF%83/,2
http://mysalonika.gr/to-vinteo-me-ti-megalyteri-epirroi-stis-eyroekloges-apo-ton-nearo-germano-retso/,2
http://mysalonika.gr/pos-psifise-i-makedonia-kai-i-thraki-stis-eyroekloges/,2
http://mysalonika.gr/mayrisan-toys-selempriti-stis-eyroekloges-mono-o-georgoylis-exelegi/,2
http://mysalonika.gr/lekakis-stis-eyroekloges-to-komma-stis-dimotikes-i-thessaloniki/,2
http://mysalonika.gr/eyroekloges-2019-oi-nikites-oi-chamenoi-kai-oi-ekplixeis-stin-ee/,2
http://mysalonika.gr/eyroekloges-2019-i-efarmogi-gia-toys-anapofasistoys/,2
http://ysterografa.gr/%CE%BA%CE%B9%CE%BA%CE%AF%CE%BB%CE%B9%CE%B1%CF%82-%CE%BF-%CE%BA-%CF%84%CF%83%CE%AF%CF%80%CF%81%CE%B1%CF%82-%CF%80%CF%81%CE%AD%CF%80%CE%B5%CE%B9-%CE%BD%CE%B1-%CF%80%CE%AC%CF%81%CE%B5%CE%B9-%CF%84/,2
https://www.protothema.gr/greece/article/892770/euroekloges-2019-me-ti-kairo-tha-psifisoume-skoni-zesti-kai-vrohes-mehri-tin-paraskeui/#.XOUp6-fWZ48.twitter,2
https://twitter.com/i/status/1133415085827919874,2
http://luben.tv/stream/180657,2
https://rp.news/article/305617/ekloges-paraiteitai-o-theodorakis,2
https://meaculpa.gr/kosmos/24595-euroekloges-2019-sunantisi-makron-santseth-to-bradu,2
https://samikefalonias.wordpress.com/2019/05/27/%ce%b5%cf%85%cf%81%cf%89%ce%b5%ce%ba%ce%bb%ce%bf%ce%b3%ce%ad%cf%82-26-%ce%bc%ce%b1%ce%90%ce%bf%cf%85-2019-%cf%80%ce%b1%cf%81%ce%bf%cf%85%cf%83%ce%af%ce%b1%cf%83%ce%b7-%ce%b1%cf%80%ce%bf%cf%84%ce%b5/,2
https://www.tribune.gr/politics/news/article/580212/anna-misel-asimakopoyloy-emeis-eimaste-elit-kai-eseis-eiste-laikatza-vinteo.html,2
https://samikefalonias.wordpress.com/2019/05/26/%ce%b4%ce%b7%ce%bc%ce%bf%cf%84%ce%b9%ce%ba%ce%b5%cf%83-%ce%b5%ce%ba%ce%bb%ce%bf%ce%b3%ce%b5%cf%83-2019-%ce%b1%cf%80%ce%bf%cf%84%ce%b5%ce%bb%ce%b5%cf%83%ce%bc%ce%b1%cf%84%ce%b1-%ce%b5%ce%ba%ce%bb/,2
http://dlvr.it/R5M5bZ,2
https://koinonikosethnikismos.wordpress.com/2019/05/30/%ce%b2%ce%b5%ce%bb%cf%8c%cf%80%ce%bf%cf%85%ce%bb%ce%bf%cf%82-%ce%b7-%cf%81%cf%8c%ce%bc%cf%80%ce%b1-%ce%ba%ce%b1%ce%b9-%ce%bf%ce%b9-%ce%b5%cf%80%ce%b9%cf%83%cf%84%ce%bf%ce%bb%ce%ad/,2
https://meaculpa.gr/oikonomia/agores/24581-alma-5-sto-xrimatistirio-meta-ti-thriambeutiki-niki-tis-nd-kai-tin-prokiruksi-eklogon,2
